教育招生考试院上面给的招生信息/选考信息网址,,三种编号也不知道是啥,,,所在地区,,,办学层次,,找不到名称的话这边有2020年和2024年招生用的学校名,
西安工业大学,zsb.xatu.cn,4161010702,10702,A702,陕西省,陕西,西安市,本科,,西安工业大学,西安工业大学
西安建筑科技大学,http://zhaosheng.xauat.edu.cn/,4161010703,10703,A703,陕西省,陕西,西安市,本科,,西安建筑科技大学,西安建筑科技大学
西安科技大学,zs.xust.edu.cn,4161010704,10704,A704,陕西省,陕西,西安市,本科,,西安科技大学,西安科技大学
西安石油大学,http://zb.xsyu.edu.cn/,4161010705,10705,A705,陕西省,陕西,西安市,本科,,西安石油大学,西安石油大学
陕西科技大学,https://bkzs.sust.edu.cn,4161010708,10708,A708,陕西省,陕西,西安市,本科,,陕西科技大学,陕西科技大学
西安工程大学,https://zsb.xpu.edu.cn,4161010709,10709,A709,陕西省,陕西,西安市,本科,,西安工程大学,西安工程大学
长安大学,http://zsb.chd.edu.cn/,4161010710,10710,A710,教育部,陕西,西安市,本科,,长安大学,长安大学
西北农林科技大学,https://zhshw.nwafu.edu.cn/,4161010712,10712,A712,教育部,陕西,咸阳市,本科,,西北农林科技大学,西北农林科技大学
陕西中医药大学,http://zs.sntcm.edu.cn/info/iList.jsp?cat_id=2617,4161010716,10716,A716,陕西省,陕西,咸阳市,本科,,陕西中医药大学,陕西中医药大学
陕西师范大学,http://zsb.snnu.edu.cn/,4161010718,10718,A718,教育部,陕西,西安市,本科,,陕西师范大学,陕西师范大学
延安大学,http://zsw.yau.edu.cn,4161010719,10719,A719,陕西省,陕西,延安市,本科,,延安大学,延安大学
陕西理工大学,https://zsjyw.snut.edu.cn/zsw.htm,4161010720,10720,A720,陕西省,陕西,汉中市,本科,,陕西理工大学,陕西理工大学
宝鸡文理学院,http://ein.bjwlxy.cn,4161010721,10721,A721,陕西省,陕西,宝鸡市,本科,,宝鸡文理学院,宝鸡文理学院
咸阳师范学院,http://zsb.xync.edu.cn/P/C/58136.htm,4161010722,10722,A722,陕西省,陕西,咸阳市,本科,,咸阳师范学院,咸阳师范学院
渭南师范学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-565.dhtml,4161010723,10723,A723,陕西省,陕西,渭南市,本科,,渭南师范学院,渭南师范学院
西安外国语大学,www.xisu.edu.cn,4161010724,10724,A724,陕西省,陕西,西安市,本科,,西安外国语大学,西安外国语大学
西北政法大学,https://bkzn.nwupl.edu.cn/,4161010726,10726,A726,陕西省,陕西,西安市,本科,,西北政法大学,西北政法大学
西安体育学院,http://www.xaipe.edu.cn/zsbgs/,4161010727,10727,,陕西省,陕西,西安市,本科,,,
西安音乐学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-569.dhtml,4161010728,10728,A728,陕西省,陕西,西安市,本科,,西安音乐学院,
西安美术学院,http://www.zhshch.xafa.edu.cn/index.htm,4161010729,10729,A729,陕西省,陕西,西安市,本科,,西安美术学院,西安美术学院
杨凌职业技术学院,http://zsw.ylvtc.cn/,4161010966,10966,,陕西省,陕西,咸阳市,专科,,,
西安文理学院,http://zsb.xawl.edu.cn/,4161011080,11080,B080,陕西省,陕西,西安市,本科,,西安文理学院,西安文理学院
榆林学院,https://zsxxw.yulinu.edu.cn/,4161011395,11395,B395,陕西省,陕西,榆林市,本科,,榆林学院,榆林学院
商洛学院,http://zsw.slxy.cn/,4161011396,11396,B396,陕西省,陕西,商洛市,本科,,商洛学院,商洛学院
安康学院,http://zsb.aku.edu.cn/,4161011397,11397,B397,陕西省,陕西,安康市,本科,,安康学院,安康学院
西安培华学院,https://gaokao.chsi.com.cn/htgl/zszc/sch/listNeedVerifyZszc.do?method=list&isIndex=true,4161011400,11400,B400,陕西省教育厅,陕西,西安市,本科,民办,西安培华学院,西安培华学院
西安财经大学,http://zhaosheng.xaufe.edu.cn/,4161011560,11560,B560,陕西省,陕西,西安市,本科,,西安财经大学,西安财经大学
西安邮电大学,http://zhaosheng.xupt.edu.cn/,4161011664,11664,B664,陕西省,陕西,西安市,本科,,西安邮电大学,西安邮电大学
西安航空学院,http://zb.xaau.edu.cn/,4161011736,11736,B736,陕西省,陕西,西安市,本科,,西安航空学院,西安航空学院
西安电力高等专科学校,http://www.xaepi.edu.cn/,4161011826,11826,,陕西省,陕西,西安市,专科,,,
西安医学院,zs.xiyi.edu.cn,4161011840,11840,B840,陕西省,陕西,西安市,本科,,西安医学院,西安医学院
陕西能源职业技术学院,http://zsb.sxny.cn/main/index.aspx,4161012510,12510,,陕西省,陕西,咸阳市,专科,,,
西安欧亚学院,http://zhaosheng.eurasia.edu/,4161012712,12712,C712,陕西省教育厅,陕西,西安市,本科,民办,西安欧亚学院,
西安外事学院,http://www.xaiu.edu.cn,4161012713,12713,C713,陕西省教育厅,陕西,西安市,本科,民办,西安外事学院,西安外事学院
西安翻译学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc.do,4161012714,12714,C714,陕西省教育厅,陕西,西安市,本科,民办,西安翻译学院,西安翻译学院
西京学院,https://zhaosh.xijing.edu.cn/,4161012715,12715,C715,陕西省教育厅,陕西,西安市,本科,民办,西京学院,西京学院
陕西国防工业职业技术学院,https://zs.gfxy.com,4161012827,12827,,陕西省,陕西,西安市,专科,,,
西安航空职业技术学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1309.dhtml,4161012828,12828,C828,陕西省,陕西,西安市,专科,,西安航空职业技术学院,西安航空职业技术学院
陕西财经职业技术学院,http://zsw.scy.cn/,4161012829,12829,,陕西省,陕西,咸阳市,专科,,,
陕西交通职业技术学院,http://www.scct.cn/zsw/ptgk1/zszc.htm,4161012830,12830,,陕西省,陕西,西安市,专科,,,
陕西职业技术学院,http://zsxx.spvec.com.cn/,4161012831,12831,,陕西省,陕西,西安市,专科,,,
西安思源学院,https://gaokao.chsi.com.cn/,4161013121,13121,D121,陕西省教育厅,陕西,西安市,本科,民办,西安思源学院,西安思源学院
西安高新科技职业学院,http://www.xhtu.com.cn/,4161013122,13122,,陕西省教育厅,陕西,西安市,专科,民办,,
陕西国际商贸学院,https://zs.csiic.com/,4161013123,13123,D123,陕西省教育厅,陕西,咸阳市,本科,民办,陕西国际商贸学院,陕西国际商贸学院
西安城市建设职业学院,http://www.xacsjsedu.com,4161013124,13124,,陕西省教育厅,陕西,西安市,专科,民办,,
陕西服装工程学院,www.sxfu.cn,4161013125,13125,D125,陕西省教育厅,陕西,咸阳市,本科,民办,陕西服装工程学院,陕西服装工程学院
陕西铁路工程职业技术学院,https://zsw.sxri.net/,4161013566,13566,,陕西省,陕西,渭南市,专科,,,
宝鸡职业技术学院,http://www.bjvtc.com/,4161013567,13567,,陕西省,陕西,宝鸡市,专科,,,
陕西航空职业技术学院,http://www.sxhkxy.com/more_info_zsxx.asp?qq=1965,4161013568,13568,,陕西省,陕西,汉中市,专科,,,
西安交通工程学院,www.xjy.edu.cn,4161013569,13569,D569,陕西省教育厅,陕西,西安市,本科,民办,西安交通工程学院,西安交通工程学院
陕西电子信息职业技术学院,http://www.sxitu.com,4161013570,13570,,陕西省教育厅,陕西,西安市,专科,民办,,
西安交通大学城市学院,http://zhaoban.xjtucc.cn/,4161013677,13677,D677,陕西省教育厅,陕西,西安市,本科,民办,西安交通大学城市学院,西安交通大学城市学院
西北大学现代学院,www.xdxd.cn,4161013678,13678,D678,陕西省教育厅,陕西,西安市,本科,民办,西北大学现代学院,
西安建筑科技大学华清学院,http://zs.xauat-hqc.com/,4161013679,13679,D679,陕西省教育厅,陕西,西安市,本科,民办,西安建筑科技大学华清学院,西安建筑科技大学华清学院
陕西科技大学镐京学院,http://www.kdhj-edu.net/zsw/,4161013681,13681,D681,陕西省教育厅,陕西,咸阳市,本科,民办,陕西科技大学镐京学院,陕西科技大学镐京学院
西安工商学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc.do,4161013682,13682,D682,陕西省教育厅,陕西,西安市,本科,民办,西安工商学院,
延安大学西安创新学院,http://zsb.xacxxy.com/,4161013683,13683,,陕西省教育厅,陕西,西安市,本科,民办,,
陕西邮电职业技术学院,http://www.sptc.sn.cn/cms/node.gen?id=17,4161013736,13736,,陕西省,陕西,咸阳市,专科,,,
西安海棠职业学院,www.xahtxy.cn,4161013737,13737,,陕西省教育厅,陕西,西安市,专科,民办,,
西安汽车职业大学,http://www.xvua.edu.cn/,4161013738,13738,D738,陕西省教育厅,陕西,西安市,本科,民办,西安汽车职业大学,西安汽车职业大学
陕西警官职业学院,http://zhaosheng.sxjgxy.edu.cn/,4161013819,13819,,陕西省,陕西,西安市,专科,,,
西安明德理工学院,http://www.mdit.edu.cn/zsxb/sy.htm,4161013894,13894,D894,陕西省教育厅,陕西,西安市,本科,民办,西安明德理工学院,西安明德理工学院
西安铁路职业技术学院,http://zhaosheng.xatzy.com/,4161013945,13945,,陕西省,陕西,西安市,专科,,,
咸阳职业技术学院,http://zs.xianyangzhiyuan.edu.cn/,4161013946,13946,,陕西省,陕西,咸阳市,专科,,,
西安职业技术学院,https://zs.xzyedu.com.cn/,4161013947,13947,,陕西省,陕西,西安市,专科,,,
商洛职业技术学院,http://www.slzyjsxy.com,4161013948,13948,,陕西省,陕西,商洛市,专科,,,
汉中职业技术学院,http://www.hzvtc.cn/,4161013949,13949,,陕西省,陕西,汉中市,专科,,,
渭南职业技术学院,http://zsb.wnzy.net/,4161013951,13951,,陕西省,陕西,渭南市,专科,,,
陕西青年职业学院,http://zsw.sxqzy.com/,4161014028,14028,,陕西省,陕西,西安市,专科,,,
西安信息职业大学,www.xivuedu.com,4161014030,14030,E030,陕西省教育厅,陕西,西安市,本科,民办,西安信息职业大学,西安信息职业大学
陕西旅游烹饪职业学院,www.sntcc.cn,4161014031,14031,,陕西省教育厅,陕西,西安市,专科,民办,,
西安理工大学高科学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc.do,4161014041,14041,,陕西省教育厅,陕西,西安市,本科,民办,,
西安科技大学高新学院,,4161014042,14042,E042,陕西省教育厅,陕西,西安市,本科,民办,西安科技大学高新学院,西安科技大学高新学院
榆林职业技术学院,http://www.yulinvtc.com.cn/zsw/,4161014318,14318,,陕西省,陕西,榆林市,专科,,,
陕西学前师范学院,http://zsw.snsy.edu.cn/zsw/index.aspx,4161014390,14390,E390,陕西省,陕西,西安市,本科,,陕西学前师范学院,陕西学前师范学院
陕西艺术职业学院,http://zsw.sxavc.com/,4161014488,14488,,陕西省,陕西,西安市,专科,,,
神木职业技术学院,https://www.smzy.edu.cn/list/zs_zszcjz,4161014650,14650,,陕西省,陕西,神木市,专科,,,
宝鸡三和职业学院,http://www.sxshxy.cn/,4161014651,14651,,陕西省教育厅,陕西,宝鸡市,专科,民办,,
榆林能源科技职业学院,http://www.ylnkxy.com/,4161014737,14737,,陕西省教育厅,陕西,榆林市,专科,民办,,
宝鸡中北职业学院,www.sxzbxy.com,4161014770,14770,,陕西省教育厅,陕西,宝鸡市,专科,民办,,
陕西机电职业技术学院,http://zsw.sxjdzy.cn/,4261050084,50084,,陕西省,陕西,宝鸡市,专科,,,
陆军边海防学院,无,,91010,P010,,陕西,,,,陆军边海防学院,
空军工程大学,无,,91024,P024,,陕西,,,,空军工程大学,
空军军医大学,https://www.fmmu.edu.cn/zhaosheng1/,,91030,P030,,陕西,,,,空军军医大学,空军军医大学
火箭军工程大学,无,,91034,P034,,陕西,,,,火箭军工程大学,
武警工程大学,无,,91039,P039,,陕西,,,,武警工程大学,
兰州大学,http://zsb.lzu.edu.cn/,4162010730,10730,A730,教育部,甘肃,兰州市,本科,,兰州大学,兰州大学
兰州理工大学,https://zhaosheng.lut.edu.cn,4162010731,10731,A731,甘肃省,甘肃,兰州市,本科,,兰州理工大学,兰州理工大学
兰州交通大学,https://zsb.lzjtu.edu.cn/,4162010732,10732,A732,甘肃省,甘肃,兰州市,本科,,兰州交通大学,兰州交通大学
甘肃农业大学,https://bkzs.gsau.edu.cn/info/1089/4164.htm,4162010733,10733,A733,甘肃省,甘肃,兰州市,本科,,甘肃农业大学,甘肃农业大学
甘肃中医药大学,http://zsb.gszy.edu.cn/index.html,4162010735,10735,A735,甘肃省,甘肃,兰州市,本科,,甘肃中医药大学,甘肃中医药大学
西北师范大学,https://zsb.nwnu.edu.cn/,4162010736,10736,A736,甘肃省,甘肃,兰州市,本科,,西北师范大学,西北师范大学
兰州城市学院,http://zhaosheng.lzcu.edu.cn/,4162010737,10737,A737,甘肃省,甘肃,兰州市,本科,,兰州城市学院,兰州城市学院
陇东学院,https://zsjyc.ldxy.edu.cn/,4162010738,10738,A738,甘肃省,甘肃,庆阳市,本科,,陇东学院,陇东学院
天水师范学院,https://zjc.tsnu.edu.cn/,4162010739,10739,A739,甘肃省,甘肃,天水市,本科,,天水师范学院,天水师范学院
河西学院,https://zsw.hxu.edu.cn/index.htm,4162010740,10740,A740,甘肃省,甘肃,张掖市,本科,,河西学院,河西学院
兰州财经大学,http://zjc.lzufe.edu.cn/zsw/sy.htm,4162010741,10741,A741,甘肃省,甘肃,兰州市,本科,,兰州财经大学,兰州财经大学
西北民族大学,http://cms.xbmu.edu.cn/zsxx/,4162010742,10742,A742,国家民委,甘肃,兰州市,本科,,西北民族大学,西北民族大学
甘肃政法大学,https://bkzs.gsupl.edu.cn/,4162011406,11406,B406,甘肃省,甘肃,兰州市,本科,,甘肃政法大学,甘肃政法大学
甘肃民族师范学院,http://zsc.gnun.edu.cn/list.jsp?urltype=tree.TreeTempUrl&wbtreeid=1171,4162011561,11561,B561,甘肃省,甘肃,甘南藏族自治州,本科,,甘肃民族师范学院,甘肃民族师范学院
兰州文理学院,https://zjc.luas.edu.cn/zs/,4162011562,11562,B562,甘肃省,甘肃,兰州市,本科,,兰州文理学院,兰州文理学院
甘肃医学院,http://www.gsmc.edu.cn/zsw/info/1083/1334.htm,4162011805,11805,B805,甘肃省,甘肃,平凉市,本科,,甘肃医学院,
兰州工业学院,http://zjc.lzit.edu.cn/index,4162011807,11807,B807,甘肃省,甘肃,兰州市,本科,,兰州工业学院,兰州工业学院
甘肃建筑职业技术学院,http://www.gcvtc.edu.cn,4162012511,12511,,甘肃省,甘肃,兰州市,专科,,,
兰州外语职业学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1313.dhtml,4162012832,12832,,甘肃省教育厅,甘肃,兰州市,专科,民办,,
兰州职业技术学院,http://zs1.lvu.edu.cn/,4162012833,12833,,甘肃省,甘肃,兰州市,专科,,,
甘肃林业职业技术学院,http://www.gsfc.edu.cn/,4162012835,12835,,甘肃省,甘肃,天水市,专科,,,
甘肃工业职业技术学院,http://zjc.gipc.edu.cn/info/1112/2586.htm,4162012836,12836,,甘肃省,甘肃,天水市,专科,,,
兰州石化职业技术大学,http://zsjy.lzpcc.com.cn/zsxxw/,4162016209,13510,F209,甘肃省,甘肃,兰州市,本科,,兰州石化职业技术大学,
兰州工商学院,http://www.lzlqc.com/Category_1251/Index.aspx,4162013511,13511,,甘肃省教育厅,甘肃,兰州市,本科,民办,,
兰州资源环境职业技术大学,http://zsc.lzre.edu.cn/index.jsp,4162016208,13512,F208,甘肃省,甘肃,兰州市,本科,,兰州资源环境职业技术大学,
兰州博文科技学院,http://zhaosheng.bowenedu.cn/w/Default.htm,4162013514,13514,,甘肃省教育厅,甘肃,兰州市,本科,民办,,
白银希望职业技术学院,无,4162014772,14772,,甘肃省教育厅,甘肃,白银市,专科,民办,,
甘肃财贸职业学院,https://www.gscmxy.edu.cn/,4262051378,51378,,甘肃省,甘肃,兰州市,专科,,,
青海大学,www.qhu.edu.cn,4163010743,10743,A743,青海省,青海,西宁市,本科,,青海大学,青海大学
青海师范大学,https://zsb.qhnu.edu.cn/,4163010746,10746,A746,青海省,青海,西宁市,本科,,青海师范大学,青海师范大学
青海民族大学,https://zhaosheng.qhmu.edu.cn,4163010748,10748,A748,青海省,青海,西宁市,本科,,青海民族大学,青海民族大学
青海卫生职业技术学院,ttp://www.qhwszy.edu.cn/,4163012562,12562,,青海省,青海,西宁市,专科,,,
青海警官职业学院,https://gaokao.chsi.com.cn/ http://www.qhjyedu.com/,4163012852,12852,,青海省,青海,西宁市,专科,,,
青海交通职业技术学院,http://gaokao.chsi.com.cn/,4163012973,12973,,青海省,青海,西宁市,专科,,,
青海建筑职业技术学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1446.dhtml,4163012974,12974,,青海省,青海,西宁市,专科,,,
宁夏大学,http://zs.nxu.edu.cn/,4164010749,10749,A749,宁夏回族自治区,宁夏,银川市,本科,,宁夏大学,宁夏大学
宁夏医科大学,http://www.nxmu.edu.cn/zsjyc/,4164010752,10752,A752,宁夏回族自治区,宁夏,银川市,本科,,宁夏医科大学,宁夏医科大学
宁夏师范学院,https://zs.nxnu.edu.cn/,4164010753,10753,A753,宁夏回族自治区,宁夏,固原市,本科,,宁夏师范大学,宁夏师范学院
北方民族大学,https://zsb.nmu.edu.cn/,4164011407,11407,B407,国家民委,宁夏,银川市,本科,,北方民族大学,北方民族大学
宁夏理工学院,http://www.nxist.com,4164012544,12544,C544,宁夏回族自治区教育厅,宁夏,石嘴山市,本科,民办,宁夏理工学院,宁夏理工学院
宁夏职业技术学院,https://www.nxtc.edu.cn/,4164013086,13086,D086,宁夏回族自治区,宁夏,银川市,专科,,宁夏职业技术学院,
宁夏工商职业技术学院,http://zsw.nxgs.edu.cn/,4164013087,13087,D087,宁夏回族自治区,宁夏,银川市,专科,,宁夏工商职业技术学院,
宁夏警官职业学院,http://www.nsjy.com.cn/,4164013089,13089,,宁夏回族自治区,宁夏,银川市,专科,,,
宁夏建设职业技术学院,http://www.nxjy.edu.cn,4164013151,13151,,宁夏回族自治区,宁夏,银川市,专科,,,
宁夏大学新华学院,http://xinhua.nxu.edu.cn/,4164013325,13325,D325,宁夏回族自治区教育厅,宁夏,银川市,本科,民办,宁夏大学新华学院,宁夏大学新华学院
银川能源学院,http://www.ycu.com.cn,4164013820,13820,D820,宁夏回族自治区教育厅,宁夏,银川市,本科,民办,银川能源学院,银川能源学院
银川科技学院,http://zs.cumtyc.com.cn/,4164014200,14200,E200,宁夏回族自治区教育厅,宁夏,银川市,本科,民办,银川科技学院,
宁夏幼儿师范高等专科学校,http://www.nxpec.edu.cn,4164014498,14498,,宁夏回族自治区,宁夏,银川市,专科,,,
新疆大学,http://welcome.xju.edu.cn/web,4165010755,10755,A755,新疆维吾尔自治区,新疆,乌鲁木齐市,本科,,新疆大学,新疆大学
塔里木大学,https://www.taru.edu.cn/,4165010757,10757,A757,新疆生产建设兵团,新疆,阿拉尔市,本科,,塔里木大学,塔里木大学
新疆农业大学,http://www.xjau.edu.cn/bks/list.htm,4165010758,10758,A758,新疆维吾尔自治区,新疆,乌鲁木齐市,本科,,新疆农业大学,新疆农业大学
石河子大学,zsb.shzu.edu.cn,4165010759,10759,A759,新疆生产建设兵团,新疆,石河子市,本科,,石河子大学,石河子大学
新疆医科大学,http://www.xjmu.edu.cn,4165010760,10760,A760,新疆维吾尔自治区,新疆,乌鲁木齐市,本科,,新疆医科大学,新疆医科大学
新疆师范大学,https://zhaosheng.xjnu.edu.cn/345/list.htm,4165010762,10762,A762,新疆维吾尔自治区,新疆,乌鲁木齐市,本科,,新疆师范大学,新疆师范大学
喀什大学,http://www.ksu.edu.cn,4165010763,10763,A763,新疆维吾尔自治区,新疆,喀什地区,本科,,喀什大学,喀什大学
伊犁师范大学,https://zsw.ylnu.edu.cn/,4165010764,10764,A764,新疆维吾尔自治区,新疆,伊犁哈萨克自治州,本科,,伊犁师范大学,伊犁师范大学
和田师范专科学校,https://www.htnc.edu.cn/405/list.htm,4165010765,10765,A765,新疆维吾尔自治区,新疆,和田地区,专科,,新疆和田学院,和田师范专科学校
新疆财经大学,http://www.xjufe.edu.cn/,4165010766,10766,A766,新疆维吾尔自治区,新疆,乌鲁木齐市,本科,,新疆财经大学,新疆财经大学
新疆艺术学院,https://zsjy.xjart.edu.cn/,4165010768,10768,A768,新疆维吾尔自治区,新疆,乌鲁木齐市,本科,,新疆艺术学院,新疆艺术学院
新疆工程学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc.do,4165010994,10994,A994,新疆维吾尔自治区,新疆,乌鲁木齐市,本科,,新疆工程学院,新疆工程学院
新疆农业职业技术学院,http://www.xjnzy.edu.cn/zsb/,4165010995,10995,A995,新疆维吾尔自治区,新疆,昌吉回族自治州,专科,,新疆农业职业技术大学,新疆农业职业技术学院
昌吉学院,http://www.cjc.edu.cn,4165010997,10997,A997,新疆维吾尔自治区,新疆,昌吉回族自治州,本科,,昌吉学院,昌吉学院
新疆维吾尔医学专科学校,http:// www.xjumc.cn,4165011818,11818,,新疆维吾尔自治区,新疆,和田地区,专科,,,
克拉玛依职业技术学院,http://zsjy.kzjsxy.edu.cn,4165012482,12482,,新疆维吾尔自治区,新疆,克拉玛依市,专科,,,
新疆警察学院,http://www.xjpcedu.cn,4165012734,12734,C734,新疆维吾尔自治区,新疆,乌鲁木齐市,本科,,新疆警察学院,
伊犁职业技术学院,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--method-index,lb-1.dhtml",4165012975,12975,,新疆维吾尔自治区,新疆,伊犁哈萨克自治州,专科,,,
巴音郭楞职业技术学院,https://gaokao.chsi.com.cn/,4165013094,13094,,新疆维吾尔自治区,新疆,巴音郭楞蒙古自治州,专科,,,
新疆理工学院,http://zs.xjit.edu.cn/,4165013558,13558,D558,新疆维吾尔自治区,新疆,阿克苏地区,本科,,新疆理工学院,
新疆第二医学院,www.xjmuhbc.edu.cn,4165013560,13560,,新疆维吾尔自治区,新疆,克拉玛依市,本科,,,
新疆科技学院,http://www.xjswxy.edu.cn/,4165013561,13561,D561,新疆维吾尔自治区,新疆,巴音郭楞蒙古自治州,本科,,新疆科技学院,新疆科技学院
新疆政法学院,"https://gaokao.chsi.com.cn/sch/listZszc--schId-1871,categoryId-4502746,mindex-13.dhtml",4165013628,13628,D628,新疆生产建设兵团,新疆,图木舒克市,本科,,新疆政法学院,
新疆天山职业技术大学,http://www.xjtsxy.cn,4165013727,13727,D727,新疆维吾尔自治区教育厅,新疆,乌鲁木齐市,本科,民办,新疆天山职业技术大学,
新疆石河子职业技术学院,http://www.shzv.edu.cn/zs,4165013956,13956,D956,新疆生产建设兵团,新疆,石河子市,专科,,新疆石河子职业技术学院,新疆石河子职业技术学院
新疆职业大学,https://www.xjvu.edu.cn/,4165014138,14138,,新疆维吾尔自治区,新疆,乌鲁木齐市,专科,,,
新疆应用职业技术学院,http://zsw.xjyyedu.cn,4165014417,14417,,新疆维吾尔自治区,新疆,伊犁哈萨克自治州,专科,,,
新疆铁道职业技术学院,无,4165014489,14489,,新疆维吾尔自治区,新疆,乌鲁木齐市,专科,,,
新疆生产建设兵团兴新职业技术学院,http://www.btc.edu.cn,4165014523,14523,,新疆生产建设兵团,新疆,乌鲁木齐市,专科,,,
新疆科技职业技术学院,www.xjkjzyjsxy.com,4165014525,14525,,新疆维吾尔自治区教育厅,新疆,五家渠市,专科,民办,,
博尔塔拉职业技术学院,http://www.betltc.cn/,4165014622,14622,,新疆维吾尔自治区,新疆,博尔塔拉蒙古自治州,专科,,,
铁门关职业技术学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2021837388.dhtml,4165014660,14660,,新疆生产建设兵团,新疆,铁门关市,专科,,,
喀什职业技术学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2376013446.dhtml,4165014677,14677,,新疆维吾尔自治区,新疆,喀什地区,专科,,,
阿勒泰职业技术学院,http://124.117.250.18/dzbm/dkdz/z_notice_detail.php?notice_id=2021041308,4165014680,14680,,新疆维吾尔自治区,新疆,阿勒泰地区,专科,,,
塔里木职业技术学院,http://www.tlmzy.com,4165014741,14741,,新疆生产建设兵团,新疆,阿拉尔市,专科,,,
中国石油大学(北京)克拉玛依校区,https://www.cupk.edu.cn/bkzs/,,19414,H414,,新疆,,,,中国石油大学(北京)克拉玛依校区,中国石油大学(北京)克拉玛依校区
新疆工业职业技术学院,http://www.xjgzy.edu.cn,4265051060,51060,,新疆维吾尔自治区,新疆,乌鲁木齐市,专科,,,
华北电力大学,,4111010054,,,教育部,,北京市,本科,,,
中国青年政治学院,,4111011625,,,共青团中央,,北京市,本科,,,
北京警察学院,,4111014019,,,北京市,,北京市,本科,,,
北京工业职业技术学院,,4111010853,,A853,北京市,,北京市,专科,,北京工业职业技术学院,北京工业职业技术学院
北京信息职业技术学院,,4111010857,,,北京市,,北京市,专科,,,
北京青年政治学院,,4111011626,,,北京市,,北京市,专科,,,
北京经济技术职业学院,,4111012566,,,北京市教委,,北京市,专科,民办,,
北京卫生职业学院,,4111014395,,,北京市,,北京市,专科,,,
北京网络职业学院,,4111014588,,,北京市教委,,北京市,专科,民办,,
南开大学滨海学院,,4112013663,,,天津市教委,,天津市,本科,民办,,
天津工程职业技术学院,,4112012487,,,天津市,,天津市,专科,,,
天津开发区职业技术学院,,4112012881,,,天津市,,天津市,专科,,,
天津广播影视职业学院,,4112014102,,,天津市,,天津市,专科,,,
河北农业大学,,4113010086,,A086,河北省,,保定市,本科,,河北农业大学,
河北传媒学院,,4113012784,,C784,河北省教育厅,,石家庄市,本科,民办,河北传媒学院,河北传媒学院
河北大学工商学院,,4113013404,,,河北省教育厅,,保定市,本科,民办,,
河北工业职业技术大学,,4113016204,,F204,河北省,,石家庄市,本科,,河北工业职业技术大学,
河北农业大学现代科技学院,,4113013595,,,河北省教育厅,,保定市,本科,民办,,
石家庄职业技术学院,,4113011238,,,河北省,,石家庄市,专科,,,
张家口职业技术学院,,4113011423,,,河北省,,张家口市,专科,,,
河北石油职业技术学院,,4113012367,,,河北省,,廊坊市,专科,,,
保定职业技术学院,,4113012543,,,河北省,,保定市,专科,,,
唐山职业技术学院,,4113012785,,,河北省,,唐山市,专科,,,
衡水职业技术学院,,4113012786,,,河北省,,衡水市,专科,,,
渤海石油职业学院,,4113013394,,,河北省,,沧州市,专科,,,
廊坊职业技术学院,,4113013395,,,河北省,,廊坊市,专科,,,
唐山科技职业技术学院,,4113013396,,,河北省,,唐山市,专科,,,
河北公安警察职业学院,,4113013398,,,河北省,,石家庄市,专科,,,
石家庄工商职业学院,,4113013399,,,河北省教育厅,,石家庄市,专科,民办,,
石家庄理工职业学院,,4113013400,,,河北省教育厅,,石家庄市,专科,民办,,
石家庄经济职业学院,,4113014047,,,河北省教育厅,,石家庄市,专科,民办,,
河北正定师范高等专科学校,,4113014185,,,河北省,,石家庄市,专科,,,
河北劳动关系职业学院,,4113014208,,,河北省,,石家庄市,专科,,,
沧州幼儿师范高等专科学校,,4113014259,,,河北省,,沧州市,专科,,,
保定幼儿师范高等专科学校,,4113014460,,,河北省,,保定市,专科,,,
承德应用技术职业学院,,4113014632,,,河北省,,承德市,专科,,,
山西警察学院,,4114012111,,,山西省,,太原市,本科,,,
山西师范大学现代文理学院,,4114013537,,,山西省教育厅,,临汾市,本科,民办,,
山西财经大学华商学院,,4114013608,,,山西省教育厅,,太原市,本科,民办,,
山西省财政税务专科学校,,4114011630,,,山西省,,太原市,专科,,,
长治职业技术学院,,4114012388,,,山西省,,长治市,专科,,,
山西艺术职业学院,,4114012704,,,山西省,,太原市,专科,,,
晋城职业技术学院,,4114012774,,,山西省,,晋城市,专科,,,
大同煤炭职业技术学院,,4114012780,,,山西省,,大同市,专科,,,
山西林业职业技术学院,,4114012891,,,山西省,,太原市,专科,,,
临汾职业技术学院,,4114013171,,,山西省,,临汾市,专科,,,
太原城市职业技术学院,,4114013532,,,山西省,,太原市,专科,,,
